A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4,G5,G6,G7,G8,H1,H3,H4,H5,H6,H7
1,2,1,2,2,3,1,1,4,2,5.2,55,1,2,2,1,1,0,2,2,2,0,3,2,1,3,1,0,0,0,0,0,1,1,2,1,1,1,1,1
1,2,1,2,2,3,1,1,4,2,5.6,75,3,0,2,2,1,0,2,0,2,0,1,0,0,2,2,0,0,0,0,0,3,0,1,0,0,1,0,0
1,1,1,1,2,3,1,2,4,2,5.6,70,2,2,3,2,1,1,1,2,2,2,2,1,1,2,2,1,1,0,0,0,2,2,0,1,0,0,0,2
1,1,1,2,2,3,1,2,4,2,5.1,73,2,1,2,2,3,0,2,0,2,1,3,2,2,4,1,0,0,0,0,0,2,0,1,0,0,2,0,0
1,1,1,2,2,2,1,2,4,1,5.1,82,3,0,3,4,1,1,2,2,3,1,3,2,1,3,2,0,1,0,1,1,2,3,2,3,2,3,2,2
1,2,1,2,2,3,1,3,4,1,5.2,50,3,2,3,4,3,1,2,0,1,0,3,3,3,4,3,0,2,0,1,1,1,4,2,3,2,2,3,2
1,2,1,2,2,3,1,3,4,1,5.2,50,3,2,3,3,3,1,2,0,1,0,3,2,2,4,3,0,2,0,0,2,2,0,2,3,0,0,0,2
1,2,1,2,2,3,1,3,4,2,5.1,46,3,0,1,3,4,1,2,0,1,0,1,1,0,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0
1,1,1,2,2,3,2,1,4,2,5.1,56,1,0,3,1,3,0,2,0,2,0,2,1,1,2,1,0,0,0,0,0,2,0,1,0,0,1,0,2
1,1,1,2,2,3,1,1,4,3,5.7,75,2,0,3,3,1,2,1,0,2,0,2,2,2,3,0,0,1,0,0,0,3,2,1,2,3,2,1,2
1,2,1,2,2,3,1,3,4,3,5.5,75,3,2,2,4,3,2,1,1,0,0,3,3,2,3,2,2,1,0,0,2,1,3,1,2,2,1,2,1
1,1,1,2,2,3,1,3,3,2,5.8,66,4,1,3,3,1,1,2,2,1,2,3,2,2,1,1,2,0,0,2,0,1,3,1,0,1,0,0,1
1,2,1,2,2,3,1,3,4,1,5,40,1,0,1,1,1,0,3,0,0,0,2,1,1,2,3,1,0,0,1,3,1,2,1,2,0,0,0,0
1,1,1,2,2,3,1,1,4,2,5.1,58,4,2,3,4,3,1,3,0,3,0,3,3,2,3,1,1,0,0,2,0,2,2,0,0,0,1,1,0
1,1,1,2,2,3,1,3,2,1,5.11,66,2,3,1,4,1,1,3,0,2,0,3,3,3,4,3,2,1,2,1,3,1,2,2,2,2,0,3,3
1,2,1,2,1,3,1,2,4,2,5,40,3,3,2,3,1,0,1,0,1,0,2,0,0,4,1,0,0,0,2,2,2,0,1,0,0,1,2,2
1,2,1,2,2,3,1,2,4,2,5.5,60,4,2,3,3,3,0,2,0,0,0,2,2,2,3,3,0,2,0,0,2,2,1,1,2,1,2,2,3
1,2,1,2,2,3,1,2,3,2,5.3,44,4,2,3,3,1,0,1,0,2,0,2,2,2,1,3,2,2,0,0,3,1,0,0,2,1,0,2,3
1,2,1,2,2,3,1,3,3,2,5.4,56,2,3,3,2,3,2,3,0,3,0,2,1,1,2,3,0,2,0,1,3,1,1,1,1,0,0,1,3
1,2,1,2,2,3,1,2,4,4,5.6,70,4,2,1,3,1,1,2,2,2,0,2,2,0,3,1,0,1,1,0,2,2,1,3,3,2,0,0,2
1,2,1,2,2,3,2,1,3,2,5.1,61,3,3,3,4,3,1,2,1,1,0,3,3,2,3,3,3,1,0,1,2,2,3,0,3,2,0,3,2
1,1,1,2,2,3,1,1,4,2,5.8,73,3,1,2,3,1,0,3,0,2,0,2,2,1,3,0,0,0,0,0,0,2,1,2,1,0,2,1,0
1,2,1,2,2,3,2,3,4,3,5.3,45,2,2,3,1,3,1,2,2,2,0,3,2,2,3,2,1,0,0,2,2,2,2,2,2,1,0,1,2
1,1,1,2,2,3,1,1,2,1,6,79,2,2,2,4,1,1,1,0,3,0,1,1,1,2,2,0,1,0,1,3,2,0,1,0,0,0,2,0
1,2,1,2,2,3,1,2,4,2,5,38,3,1,1,2,3,1,2,2,0,0,2,2,2,3,1,0,0,1,0,0,2,2,1,0,0,1,2,2
1,1,1,2,2,3,1,1,3,3,5.1,65,4,3,3,4,3,1,1,1,1,1,3,3,2,4,2,2,1,2,0,2,3,4,2,3,2,3,3,3
1,2,1,2,2,3,1,1,4,3,5.4,60,2,2,2,1,3,1,2,0,1,0,2,2,1,3,2,0,1,0,0,0,2,0,2,2,0,3,2,2
1,1,1,2,2,3,1,2,4,1,5.9,69,3,3,1,3,4,1,2,0,0,1,3,3,3,4,1,0,1,0,2,1,1,0,0,3,0,1,2,3
2,1,1,2,1,3,1,1,4,2,5.7,59,3,2,2,2,3,0,2,2,2,0,2,2,2,3,1,0,0,0,2,0,2,2,0,0,0,0,2,2
1,1,1,2,1,3,2,1,4,4,6,65,3,0,3,2,4,2,3,0,3,0,1,1,1,2,1,0,0,0,0,0,1,0,2,0,0,1,0,0
2,1,1,1,1,2,2,2,4,4,5.6,70,4,0,2,3,1,0,2,0,2,0,2,2,2,3,1,0,1,1,2,0,2,2,1,2,1,1,0,2
1,1,1,2,1,4,1,2,3,4,5.11,65,1,2,2,4,1,1,2,0,2,0,1,1,1,2,1,0,0,0,0,1,2,2,1,0,0,0,0,1
2,1,1,2,1,3,2,2,4,3,5.5,56,3,2,2,3,3,1,2,0,2,0,1,2,2,3,1,0,0,0,0,0,2,0,2,0,0,0,2,3
2,1,1,2,1,4,1,2,3,2,5.7,70,4,1,3,4,1,2,2,0,2,0,0,0,1,2,1,0,0,0,0,1,2,0,0,0,0,0,0,1
1,1,1,2,1,3,2,2,2,4,5.4,58,4,1,2,3,3,2,2,0,2,0,2,2,3,2,1,1,0,0,0,1,3,4,1,0,0,3,2,1
3,2,1,1,2,4,1,3,4,4,5.3,85,2,2,2,2,1,2,3,0,0,0,3,3,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2
1,1,1,2,1,3,1,2,4,3,5.5,58,3,2,2,3,1,0,2,0,2,0,2,2,1,0,1,0,2,1,2,3,1,3,2,3,1,0,1,0
1,1,1,2,1,3,1,2,4,4,5.7,62,1,2,3,1,3,1,3,0,3,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,1
2,1,1,1,1,4,1,2,3,2,5.6,57,1,0,2,4,3,0,2,0,0,0,1,1,1,2,1,0,0,0,0,2,2,3,1,0,0,0,0,0
3,1,1,1,1,2,2,3,2,1,5.3,70,2,1,1,3,1,2,2,1,0,0,3,3,3,4,2,1,0,0,0,0,2,3,1,2,3,3,1,0
3,1,1,1,1,2,2,2,3,4,5.8,90,2,2,2,4,3,1,3,0,1,1,1,1,1,2,1,1,0,0,0,1,3,1,2,1,1,2,2,1
2,1,1,1,1,4,1,1,4,4,5.6,52,1,0,1,4,1,0,1,0,0,1,2,2,0,3,3,0,0,1,0,2,3,4,2,2,2,3,2,3
2,1,1,1,1,2,2,2,4,4,5.5,54,4,2,2,4,4,0,3,2,1,1,2,3,2,4,2,2,0,2,1,2,2,0,0,0,0,0,3,2
2,1,1,2,1,4,1,1,4,4,5.8,70,1,0,2,4,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2,1,1,2,1,2,1,1,4,4,5.4,60,4,1,1,4,1,0,2,0,0,1,2,1,1,2,0,0,0,0,1,0,3,2,1,2,0,1,0,0
1,1,1,2,1,3,1,2,4,1,5.5,67,1,1,2,3,3,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,1,1,1,1,0,0,1,1
1,1,1,2,1,3,1,2,4,2,5.6,51,3,2,2,4,3,2,2,0,1,1,3,2,2,4,0,1,0,0,1,2,3,4,2,2,2,0,2,3
1,2,1,2,2,3,1,2,3,2,5.3,54,4,2,2,4,1,0,2,0,1,0,2,2,2,3,3,0,1,0,0,0,1,3,0,0,1,1,0,2
1,1,1,2,2,4,2,2,4,2,5.8,90,1,0,3,1,1,2,1,2,2,1,1,0,1,2,1,0,0,0,0,0,2,0,1,2,0,1,0,2
2,1,1,2,1,4,1,1,3,2,5.5,59,4,2,3,4,1,0,3,2,0,1,3,3,3,4,2,2,2,1,1,0,2,4,3,2,2,2,3,3
1,2,1,1,1,3,1,3,3,3,5.5,80,4,0,3,4,1,1,2,0,0,0,3,3,3,3,3,2,2,2,2,0,2,0,1,3,2,2,2,2
1,1,1,2,1,3,1,2,4,4,5.7,72,1,1,3,1,4,1,2,2,3,0,2,2,2,3,2,0,0,0,2,2,2,0,1,1,0,1,0,1
2,1,1,1,2,3,2,3,4,4,5.6,76,1,0,3,2,1,0,2,2,2,0,3,2,3,4,1,0,0,0,0,0,2,1,1,1,0,1,2,2
2,1,1,1,2,3,1,3,4,3,5.5,52,2,2,3,3,1,2,2,2,3,0,2,1,1,3,2,1,1,0,0,2,2,2,0,1,0,0,2,2
1,1,1,2,1,3,2,1,4,3,5.8,70,4,1,2,4,3,1,2,1,2,0,2,2,1,3,1,0,0,0,1,2,2,0,2,1,1,2,2,1
1,1,1,2,1,3,1,3,4,4,6.2,66,1,0,2,2,3,1,2,0,1,0,2,0,1,2,0,0,0,0,0,0,3,0,1,1,0,2,2,3
2,1,1,2,1,4,1,2,3,2,5.6,55,4,2,2,4,1,1,3,0,0,1,2,1,1,2,0,0,0,0,0,0,3,0,0,2,0,0,0,3
2,1,1,1,1,2,2,3,3,2,5.4,66,4,1,2,4,3,1,2,1,0,0,3,3,3,4,3,3,2,1,1,3,1,4,2,2,2,1,2,3
2,1,1,2,2,3,1,3,4,2,5.6,75,2,2,3,4,3,1,2,1,1,0,3,2,2,3,2,0,1,1,0,0,2,3,2,2,1,2,2,3
1,1,1,2,2,3,2,1,2,4,5.8,74,4,2,2,4,4,2,1,0,2,0,3,3,3,4,2,0,1,0,2,2,2,1,0,1,0,1,2,3
2,1,1,2,1,2,2,3,4,2,5.4,72,1,3,2,1,3,2,2,0,1,0,3,3,3,4,1,0,0,0,0,1,2,0,1,2,0,0,1,2
2,1,1,1,1,2,2,2,4,4,5.11,73,1,0,2,2,1,1,2,0,3,0,3,2,1,2,3,1,1,1,1,2,3,2,2,2,2,2,2,2
1,2,1,2,2,3,1,3,3,2,5.1,60,4,0,2,4,3,1,2,0,2,0,0,1,1,2,2,2,1,1,0,1,3,3,1,1,1,1,1,2
3,1,1,1,1,4,2,2,3,3,5.5,62,3,1,1,2,3,1,2,1,2,1,2,1,1,3,2,2,2,1,0,2,2,3,2,0,1,2,2,0
2,1,1,2,1,3,1,3,4,4,5.8,64,4,1,2,3,3,1,2,0,2,1,1,1,1,2,1,0,0,0,0,0,3,0,1,1,0,0,1,1
1,1,1,1,1,3,1,3,4,4,5.7,69,2,1,2,3,1,0,2,0,2,0,1,0,1,3,2,0,0,0,0,0,3,0,2,1,1,1,0,3
2,1,1,2,1,4,2,1,4,3,5.3,53,1,2,2,1,3,0,2,0,2,2,0,2,2,2,2,0,0,0,1,3,2,2,3,1,3,2,3,3
1,1,1,2,1,2,2,1,4,4,6.2,76,4,3,2,4,3,2,2,1,2,1,2,2,2,4,2,0,2,0,1,0,2,4,3,1,0,2,2,3
1,1,1,1,1,2,2,1,4,4,5.1,70,3,2,2,2,3,0,3,0,2,0,0,0,1,2,0,0,0,0,0,0,2,0,1,2,0,1,0,2
1,1,1,2,1,3,2,2,4,4,5.5,54,1,2,3,3,3,1,2,0,3,0,2,1,2,2,1,0,0,0,0,0,1,2,2,0,1,2,0,1
1,1,1,2,1,3,2,2,4,4,5.4,59,4,2,1,4,3,0,2,1,1,0,0,2,2,3,1,1,2,2,1,2,3,2,2,2,2,3,3,3
1,1,1,2,1,3,2,1,2,4,5.9,53,4,2,1,4,3,0,2,1,1,0,2,2,2,4,1,0,0,0,2,2,3,2,1,0,0,0,2,2
2,2,1,1,2,4,2,3,4,4,4.1,47,2,2,3,1,1,1,3,0,2,0,2,0,1,2,1,0,0,0,0,0,2,0,2,2,0,1,0,2
1,1,1,1,1,4,1,1,4,2,5.5,45,1,2,2,1,3,0,2,0,0,1,2,2,3,2,1,1,0,0,0,2,3,1,2,0,0,1,2,0
2,1,1,2,2,1,1,1,4,1,5.4,55,2,3,1,1,2,2,2,1,2,0,2,2,2,1,2,1,0,0,0,0,2,3,1,0,0,1,0,1
1,1,1,2,2,3,1,1,4,4,5.4,78,1,0,1,1,1,0,2,0,3,0,0,0,0,4,3,0,0,0,2,0,2,0,1,0,0,0,0,0
2,2,1,1,2,4,1,3,4,4,5.2,65,1,1,3,1,1,0,3,2,2,0,1,1,1,3,1,0,0,0,0,2,2,0,1,0,0,1,0,0
1,2,1,2,2,3,2,3,4,3,5,45,1,2,2,1,1,1,2,0,1,0,1,1,1,2,1,0,0,0,0,1,2,0,1,1,0,1,0,2
2,2,1,1,2,4,1,3,4,4,5.1,58,1,1,2,1,1,2,2,0,2,0,1,1,1,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0
1,2,1,1,2,4,2,1,4,2,5.3,62,2,2,1,2,1,1,1,0,1,0,1,1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,2
2,1,1,1,2,1,1,3,4,4,5.7,78,2,0,3,3,4,2,2,0,2,0,1,1,1,2,1,0,0,0,0,0,2,2,1,1,0,1,0,0
3,2,1,1,2,4,1,3,3,0,5.3,66,4,3,3,4,4,2,2,1,3,0,3,3,3,4,3,1,2,1,1,3,2,4,3,2,3,2,2,0
2,2,1,1,2,4,2,3,4,4,5,62,2,2,3,1,3,2,1,1,0,0,2,0,0,3,1,1,0,0,0,2,2,2,1,0,0,2,0,3
2,2,1,3,2,1,1,1,4,4,5.5,73,2,2,3,4,4,2,1,0,2,1,1,1,0,2,2,0,1,0,0,2,2,2,1,0,0,0,0,0
3,2,1,1,2,4,2,3,4,4,5.2,60,1,2,2,1,1,2,2,0,2,0,1,1,1,2,1,0,0,0,0,0,2,2,1,0,0,0,0,0
1,2,1,1,2,4,1,3,3,2,5.1,69,2,1,3,2,1,0,1,0,1,0,0,1,1,2,1,0,0,0,0,0,2,0,1,0,0,1,0,1
1,1,1,2,1,3,2,2,3,4,5.6,60,3,0,3,3,3,2,2,2,3,0,3,1,0,1,3,0,0,0,0,0,2,2,1,2,0,0,3,3
3,1,1,1,2,4,1,3,4,3,5.1,80,1,3,2,2,3,0,2,1,3,0,2,2,3,2,0,0,0,2,1,0,1,4,2,0,0,1,2,3
3,2,1,1,2,4,2,2,4,3,5.2,75,4,2,3,4,3,1,1,2,0,0,3,3,3,3,3,0,0,0,2,2,1,3,0,2,0,0,0,2
2,1,1,1,2,1,1,1,4,4,5.11,98,3,0,3,3,1,0,1,1,3,0,0,0,0,2,0,0,0,0,0,0,3,2,2,0,0,1,3,0
3,1,1,1,2,1,2,2,4,4,5.5,74,3,3,3,3,4,0,2,0,3,2,2,2,1,1,0,0,0,0,0,0,2,4,2,0,0,1,0,3
2,1,1,1,2,1,2,3,4,0,5.3,73,4,2,3,4,1,0,1,1,0,2,0,1,1,3,1,0,2,0,0,0,2,3,1,3,3,1,3,3
2,2,1,1,2,3,2,2,3,2,5.2,50,1,2,3,2,3,0,2,1,1,0,2,3,2,3,1,0,1,0,2,0,2,3,2,2,2,3,2,2
2,1,1,1,2,2,1,2,4,4,5.7,90,1,1,3,1,3,2,2,2,3,0,1,1,1,3,1,1,0,2,0,0,1,0,2,1,0,1,0,0
1,2,1,1,2,4,2,3,4,4,5.3,49,2,2,3,2,3,1,1,0,1,0,0,1,1,2,1,0,0,0,0,0,2,2,1,2,0,0,0,0
1,1,1,2,2,3,2,3,4,2,5.7,50,3,3,3,2,3,1,2,1,1,0,3,3,1,4,1,1,1,1,1,0,2,3,2,3,2,3,2,3
1,2,1,2,2,3,1,2,4,3,5.4,83,4,2,3,4,1,0,1,1,2,0,3,3,3,4,2,0,1,1,0,2,3,2,1,2,1,3,3,1
2,2,1,2,2,3,1,1,4,4,5.2,43,4,1,2,4,1,2,2,0,1,0,2,2,2,3,2,0,0,0,0,0,1,2,0,0,0,0,2,2
1,2,1,2,2,3,1,1,3,1,5.4,50,3,2,3,3,1,2,2,2,0,0,3,3,3,4,3,2,1,1,1,0,1,2,3,3,3,3,2,3
1,1,1,2,1,3,1,1,4,3,5.6,52,2,2,3,1,3,1,2,1,1,1,3,3,3,3,2,3,2,2,0,2,1,2,2,3,0,0,0,0
2,1,1,2,2,3,1,1,4,2,5.4,59,2,2,3,4,1,2,2,2,3,0,2,1,1,1,1,0,0,0,0,1,2,0,1,0,0,2,2,2
1,1,1,2,2,3,2,3,3,1,5.1,93,3,3,3,4,1,2,2,1,0,0,2,2,3,0,3,1,0,1,2,3,1,2,1,0,0,3,1,0
1,1,1,2,2,3,1,2,4,2,5.5,57,3,1,3,1,4,1,2,0,2,0,2,2,2,2,1,1,0,1,0,1,2,1,0,1,0,0,1,0
1,2,1,2,2,3,1,2,4,3,5.2,58,2,2,2,4,2,1,2,2,1,0,2,2,2,3,2,2,1,1,2,2,2,3,2,2,1,0,2,2
1,2,1,2,2,3,2,1,4,2,5.3,43,1,2,3,4,4,2,2,2,1,0,3,2,3,1,1,0,0,0,2,1,2,2,2,2,0,0,2,1
1,2,1,2,2,3,2,1,3,4,5.7,85,3,2,3,2,1,1,2,0,0,0,3,2,2,4,2,0,0,0,2,1,3,1,0,1,1,0,2,0
1,2,1,2,1,3,1,1,3,2,5.2,46,4,1,3,3,3,1,2,2,0,0,2,2,2,1,3,3,0,1,2,2,2,1,2,1,2,0,1,0
1,2,1,2,1,3,1,2,4,2,5.2,52,3,2,3,1,1,1,2,2,2,0,1,1,1,3,0,1,0,0,2,1,2,3,2,3,2,2,2,2
1,2,2,2,2,3,1,1,4,2,5.2,50,4,2,3,3,3,2,2,1,1,0,2,1,1,4,1,0,1,1,1,1,2,2,2,2,2,2,2,3
1,1,1,2,1,3,1,1,4,4,5.1,74,4,1,3,4,3,2,3,0,3,0,2,2,2,3,2,3,2,1,0,1,3,4,2,2,1,1,2,2
1,1,1,2,2,3,1,1,2,2,5.6,69,4,1,3,4,1,0,1,0,2,1,3,3,3,4,3,0,2,2,2,1,2,4,2,1,1,0,1,2
1,2,2,2,1,3,1,3,4,1,4.11,44,4,2,3,4,1,1,2,2,0,0,2,2,0,3,1,0,0,0,0,1,2,2,2,1,0,2,2,2
1,1,1,2,1,3,1,1,4,4,5.1,77,4,1,3,3,3,0,3,0,3,1,1,1,1,2,1,0,0,0,0,0,2,0,2,0,1,0,1,0
1,2,1,2,1,3,1,3,4,1,5.2,42,2,3,3,2,1,2,2,2,2,0,3,2,3,4,2,0,0,1,1,2,2,0,1,1,1,1,2,0
1,2,1,1,2,4,2,3,4,1,5.1,69,2,0,3,1,1,1,2,0,0,0,1,1,0,2,1,1,0,0,0,2,2,0,1,0,1,0,0,0
1,1,1,1,2,3,1,3,2,2,5.1,83,4,2,3,4,1,2,2,1,1,0,3,3,3,0,2,2,0,1,1,0,2,4,1,2,0,3,1,2
1,1,1,2,2,3,1,1,4,4,5.7,64,3,1,3,3,1,2,2,1,1,1,3,3,3,4,2,2,1,1,1,1,2,4,3,3,1,3,3,3
1,2,1,2,2,3,1,1,3,2,4.9,44,1,2,2,1,3,0,1,2,0,0,2,1,2,3,2,0,0,1,2,1,1,2,1,2,1,2,2,1
1,2,1,2,1,3,1,1,4,2,5,41,1,0,2,1,3,1,2,0,0,0,2,2,1,3,3,0,1,1,0,0,2,1,1,1,0,0,3,3
1,2,1,2,2,3,1,3,4,4,5.1,48,1,0,2,2,3,2,1,0,2,0,1,1,1,2,0,0,0,0,0,1,2,3,2,0,2,1,0,3
1,2,1,2,1,3,1,2,4,1,5.5,51,1,0,2,4,1,1,2,2,0,0,2,1,1,3,1,0,1,0,2,2,1,1,2,3,1,2,2,2
2,1,1,2,1,3,2,3,4,4,5.7,50,1,1,3,2,3,1,2,1,1,0,2,1,1,2,2,2,2,1,0,1,3,2,2,2,1,2,2,3
1,1,3,1,1,4,2,3,4,4,5.4,50,1,2,3,1,1,2,2,0,3,0,3,2,3,4,1,1,1,1,2,1,1,4,2,2,2,3,3,3
1,1,1,2,1,3,2,3,4,4,5.5,55,1,1,3,3,3,2,2,2,2,0,2,2,2,3,1,1,1,1,2,0,2,1,2,2,2,3,2,2
1,1,3,2,1,3,1,1,4,3,5.6,52,3,2,3,4,4,2,1,2,2,1,2,2,1,4,2,1,1,0,2,0,1,4,0,2,0,0,3,2
2,1,1,2,1,3,2,2,4,2,5.6,70,4,2,3,4,3,1,3,2,2,0,3,2,1,3,1,0,0,0,2,0,1,0,2,0,0,1,0,2
1,1,1,2,1,4,1,1,4,4,5.6,57,4,0,3,2,1,0,1,0,3,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1,1,2,1,3,1,2,4,4,5.6,68,1,0,3,1,3,0,2,0,3,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1
2,1,1,1,2,1,1,3,4,4,5.9,70,1,0,3,1,1,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0
1,1,1,2,1,3,2,2,4,4,5.6,55,2,0,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,1,0,0
1,1,1,2,1,2,1,1,4,3,5.6,55,2,1,3,4,1,2,2,0,2,0,3,2,0,4,0,1,0,0,0,1,2,3,1,0,0,1,0,1
1,1,1,1,1,4,1,3,3,4,5.9,67,4,2,2,3,4,1,3,0,2,0,3,1,1,2,1,1,0,0,0,0,2,3,2,0,0,0,0,3
3,1,1,1,1,4,2,2,4,0,5.7,58,1,3,3,2,2,2,3,0,2,2,3,0,0,0,1,2,0,0,1,0,2,3,1,2,1,0,1,1
1,1,1,2,1,3,1,3,4,1,5.7,48,2,3,2,3,3,1,3,2,2,0,1,2,2,3,1,1,0,0,1,0,3,1,1,2,3,0,2,3
2,1,1,2,1,3,2,3,4,4,5.7,50,1,0,3,1,3,2,2,1,3,0,1,1,1,2,2,1,0,2,0,2,3,1,2,1,3,1,3,3
1,1,1,2,1,3,2,3,4,4,5.8,50,1,2,3,2,2,1,2,2,1,0,2,2,2,2,2,2,1,1,1,2,3,3,2,3,2,3,2,3
3,1,1,1,1,4,1,2,4,2,5.5,56,3,1,3,3,1,2,2,2,2,2,3,3,0,3,0,2,1,1,0,2,1,4,2,3,1,1,2,2
2,1,1,2,1,3,2,3,4,4,5.7,50,1,1,3,2,3,2,2,0,1,0,2,1,1,3,2,2,1,1,1,1,3,2,2,2,2,2,3,3
2,1,1,2,1,2,2,2,4,3,6,54,2,3,3,2,1,0,1,1,0,1,0,1,2,2,3,0,1,0,0,0,3,4,2,3,2,3,3,1
2,1,1,2,1,3,2,2,4,4,5.7,50,1,1,3,2,3,1,2,0,1,0,2,1,1,3,2,1,0,1,0,2,3,2,2,1,1,1,3,3
2,1,1,1,1,2,2,2,4,4,5.6,60,1,1,3,1,1,0,1,2,2,0,2,0,2,3,3,2,2,0,0,3,1,2,0,1,1,2,1,1
2,1,1,1,1,4,2,2,2,4,6,60,1,2,3,2,2,2,3,1,3,2,0,0,0,1,1,3,2,1,0,3,1,3,2,2,0,1,2,3
1,1,1,2,1,3,2,2,4,4,6.1,50,4,1,3,4,1,2,1,0,0,2,2,3,0,2,2,2,0,0,2,2,3,2,2,1,1,2,3,3
1,1,1,2,2,3,1,2,4,4,5.8,62,2,1,2,2,1,1,1,0,2,0,1,1,0,3,0,0,0,0,0,0,3,2,1,0,0,2,1,0
1,2,1,2,2,3,1,2,4,3,5.3,56,4,2,3,4,3,0,2,1,1,0,3,3,3,4,2,2,1,2,1,0,2,3,2,2,2,3,0,2
1,1,1,1,1,2,1,1,4,2,5.8,65,2,1,3,3,3,0,2,0,1,2,2,2,2,3,0,0,0,0,0,0,2,1,1,2,0,0,2,2
1,1,2,2,1,3,1,1,4,2,5.9,78,4,1,3,3,2,2,2,0,0,0,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,1,2,1,2,1,3,4,4,5,48,1,0,3,4,1,1,3,0,2,0,2,2,1,3,0,0,2,0,0,0,2,2,3,0,0,0,2,0
2,1,1,2,1,3,2,2,4,4,5.7,65,1,1,3,2,1,0,1,0,2,0,2,1,2,3,2,3,2,1,0,3,2,2,2,0,0,0,3,2
1,2,1,2,2,3,1,1,4,3,5.2,48,4,2,3,3,1,1,3,0,0,0,2,1,1,3,3,0,0,0,0,2,3,0,1,0,0,1,0,0
2,1,1,2,1,3,2,2,4,3,6,60,1,1,3,4,3,1,3,0,0,0,3,2,1,3,2,3,1,0,0,3,3,4,2,2,0,2,1,0
1,2,1,2,2,3,1,1,4,1,5.4,37,4,2,2,4,1,1,2,0,2,0,2,2,2,3,3,0,0,0,0,0,2,0,1,2,0,1,2,0
2,1,1,1,1,3,1,2,4,4,5.4,60,1,0,3,1,4,0,3,0,0,1,1,0,0,2,1,0,0,0,0,0,2,0,2,0,0,0,0,3
1,2,1,2,1,3,1,3,3,0,5.3,60,4,0,3,4,1,0,2,0,0,0,3,3,3,2,3,0,0,0,0,0,3,0,0,0,0,1,0,0
3,1,1,1,1,4,2,2,3,0,6,51,2,3,3,3,3,1,2,1,1,2,1,0,2,1,1,1,0,1,0,3,1,1,2,0,1,0,1,2
1,1,1,2,1,3,2,3,4,4,5.4,50,1,1,3,2,2,0,2,2,1,0,1,2,2,2,1,2,1,0,0,1,3,1,2,1,2,2,3,2
1,2,1,1,1,3,2,3,3,4,5.2,54,3,2,3,2,1,0,3,1,0,0,2,1,3,2,1,2,0,2,0,0,2,0,3,0,1,2,3,1
1,2,1,2,2,3,1,1,4,3,5,49,4,2,2,4,1,0,2,0,0,0,1,1,1,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0
3,1,1,1,1,2,2,1,4,4,6.3,71,4,0,1,3,1,1,2,0,2,0,2,1,1,2,0,0,0,0,0,0,2,0,0,1,0,1,0,1
2,2,1,1,1,3,2,1,3,3,5.2,60,3,1,2,3,3,0,2,0,1,0,1,1,1,3,1,0,0,0,0,1,2,0,0,1,0,0,1,2
1,1,1,2,1,3,1,1,4,3,5.5,60,2,3,2,1,1,1,2,0,2,0,2,2,1,3,1,1,0,0,0,1,2,2,1,1,0,1,1,0
3,1,1,1,1,4,2,3,3,4,5.8,74,3,2,3,2,3,2,2,0,2,0,2,3,3,0,1,1,1,2,1,1,1,3,0,2,2,0,3,2
2,1,1,1,1,3,2,3,3,3,5.2,47,2,2,2,1,4,1,3,0,1,0,3,3,3,4,3,1,1,1,1,2,1,2,0,2,3,0,3,2
1,1,1,2,2,3,2,3,4,3,5.1,75,2,1,1,2,3,0,2,0,3,0,2,2,2,3,1,0,1,0,0,0,2,0,1,1,0,1,1,1
2,2,1,1,1,3,1,3,2,4,5.2,47,1,2,3,2,1,2,1,1,3,0,2,3,1,2,1,0,0,2,0,2,2,2,3,2,0,0,3,1
1,1,1,2,1,2,2,2,3,4,5.3,54,3,2,2,3,3,0,3,1,2,0,2,2,2,3,1,1,0,0,0,0,2,1,2,2,2,3,2,3
1,1,1,2,1,2,1,1,3,2,5.11,65,2,2,3,1,3,2,1,1,2,1,2,1,1,1,1,1,0,1,2,0,2,0,0,0,0,2,0,0
2,1,1,2,1,3,1,3,4,4,5.6,55,2,1,2,2,1,1,2,0,3,0,1,1,1,2,0,0,0,0,0,0,3,0,1,1,0,1,0,2
1,2,1,2,2,3,1,2,4,3,5,60,4,1,3,4,3,0,1,0,1,0,3,2,1,3,2,2,1,2,0,0,2,0,2,2,1,2,2,2
